DTCO,GR,HCAL,RHO
84.55572,98.45847,10.04415,2.256012
84.27738,95.08722,10.61592,2.282385
85.66906,95.24171,10.65536,2.280656
90.71156,92.70229,10.48531,2.242501
94.85413,92.2255,9.351622,2.216569
97.08082,90.93607,9.206214,2.193685
97.08082,91.7644,9.01398,2.214421
94.29746,90.68353,8.944973,2.265351
89.56576,91.44185,9.201285,2.27764
84.55572,89.02721,9.758269,2.212012
82.15447,84.27785,9.728694,2.160882
80.77886,80.6394,10.4582,2.13155
80.76241,77.29977,10.9166,2.198568
79.54568,76.65259,10.80323,2.245041
77.04066,72.89477,10.56171,2.273195
77.04066,78.17266,10.72436,2.237403
78.71067,78.29114,10.82295,2.20114
80.65902,83.48711,10.86238,2.167437
80.93736,80.2511,11.38979,2.142939
80.93736,81.28978,11.13841,2.141649
80.93736,83.07715,10.54692,2.132049
78.98901,84.67252,10.46805,2.148587
76.48399,87.4576,11.32078,2.17757
73.97897,85.45158,10.71944,2.20224
69.80393,85.413,8.057742,2.242404
68.41225,79.42347,9.400911,2.262379
67.57725,74.31956,10.36947,2.267496
63.95889,72.60369,10.88702,2.280286
62.84555,71.76398,10.05401,2.282904
64.51556,68.88053,9.704048,2.273932
67.02058,69.4744,9.915998,2.200138
69.5256,73.07375,10.46887,2.155823
72.03062,77.83389,9.896284,2.185824
75.37064,77.17128,8.387989,2.261787
78.154,77.85281,8.935115,2.304781
78.43233,77.32381,9.290008,2.337381
76.48399,71.38445,9.565213,2.344018
73.70063,61.95435,10.10823,2.296756
70.3606,57.90552,9.290008,2.277021
70.3606,58.31164,10.77366,2.2809
72.86562,63.01081,8.56297,2.317782
80.65902,67.491,9.339298,2.227685
-9999,70.93425,9.748409,2.146915
95.20647,71.66208,9.048484,2.075105
-9999,67.39088,9.433772,2.057257
-9999,65.12708,10.00472,1.984744
-9999,65.49818,9.763196,1.977574
-9999,68.76952,9.196355,2.012569
-9999,67.25127,9.561106,2.090472
-9999,66.79171,9.832205,2.175189
-9999,60.40009,9.792771,2.297945
-9999,53.1082,8.516145,2.489819
-9999,43.06086,8.644301,2.659639
-9999,37.01891,8.387989,2.766299
-9999,38.88832,8.392919,2.804817
-9999,39.33011,8.491499,2.783216
-9999,40.3426,8.767528,2.720788
-9999,40.41125,8.782314,2.57624
-9999,45.10354,9.176639,2.416969
-9999,50.68734,9.179103,2.303379
-9999,51.70615,9.664617,2.196949
-9999,48.96173,10.93138,2.118492
-9999,47.46884,11.43415,2.100172
-9999,52.69291,11.93198,2.161319
-9999,54.48112,11.60174,2.22538
-9999,52.60882,11.32735,2.202042
-9999,45.8855,10.94617,2.205135
-9999,45.85961,10.67015,2.351407
-9999,46.00845,10.68986,2.335158
-9999,46.12299,9.718836,2.007572
-9999,45.92933,8.575294,1.806098
-9999,46.99195,10.01951,1.84734
86.86497,48.9567,13.49943,1.894672
86.86497,46.79896,18.99204,1.925176
85.70111,46.28242,21.36621,1.967666
83.37339,46.69699,21.41057,2.057334
78.90653,50.39189,21.39497,2.212367
73.49995,52.31331,21.74082,2.259794
69.62868,53.53325,13.24312,2.256126
69.28506,50.42719,11.43415,2.232876
70.34676,51.53023,11.58695,2.218182
71.54672,48.75451,11.74961,2.211516
72.05298,49.81763,11.74961,2.139493
75.81391,45.17754,11.78411,1.948297
89.55888,45.96702,10.97082,1.712006
90.93337,44.41536,8.979477,1.575093
89.9025,44.93943,9.965289,1.544475
84.41901,42.62315,13.11496,1.587484
76.15754,41.6959,11.9517,1.697653
71.3468,37.70036,12.07986,1.845494
69.97231,39.90018,12.07986,1.961449
71.3468,43.50057,11.51219,2.019759
77.18841,49.03245,10.58142,2.062129
87.15351,54.17741,9.713907,2.107824
96.77499,64.20234,10.51241,2.140149
98.4931,75.39405,10.70958,2.163964
97.46223,85.95112,10.8365,2.197273
89.21526,85.83083,10.86238,2.23591
83.37364,87.09593,10.99546,2.265509
83.71727,85.84499,10.19696,2.278454
88.87163,93.14912,8.521073,2.283987
90.58975,99.99078,8.396615,2.28384
89.21526,100.8229,8.156323,2.285963
81.60396,99.21635,8.397847,2.303348
78.21928,95.35325,8.461925,2.335033
77.87566,93.28638,8.392919,2.372629
79.9374,90.34408,8.476712,2.402757
82.68639,89.11309,9.088738,2.405255
85.09177,91.33517,9.270292,2.373389
84.06089,89.61117,9.319582,2.357635
80.96828,85.78921,9.492099,2.409932
77.87566,79.33821,9.708979,2.455098
76.50116,77.80538,9.561106,2.412929
76.50116,72.72135,9.748409,2.31495
77.87566,74.17039,9.393518,2.253119
78.90653,77.72352,9.107632,2.251821
80.62465,81.751,8.718237,2.253825
79.59378,81.85081,8.959761,2.262684
76.0789,77.29848,9.078057,2.272109
74.33933,77.47202,9.787844,2.287301
74.64301,78.9278,10.29554,2.299098
76.88157,84.14249,9.985005,2.275325
78.32951,89.61502,10.05401,2.224758
80.06015,89.64994,9.965289,2.167128
80.92422,91.35325,8.895682,2.145888
80.14101,89.5533,8.585152,2.151049
78.21928,88.24235,8.555577,2.166814
78.21928,88.31197,8.65416,2.180732
80.28103,89.63098,8.805316,2.225997
85.09177,92.71928,8.91047,2.326291
85.09177,85.52097,8.969619,2.483636
-9999,75.31564,9.004122,2.604967
129.0264,64.14348,9.043554,2.570109
-9999,60.16571,9.319582,2.413916
-9999,67.39817,9.635042,2.274528
-9999,78.40401,9.221002,2.229725
78.5629,86.44811,9.758268,2.246507
77.18841,87.22901,9.90614,2.273042
78.21928,90.268,9.989935,2.300796
84.40452,95.14913,9.191426,2.32303
88.87163,104.375,9.32944,2.333629
88.87163,106.6926,9.428021,2.336954
86.3878,102.5527,9.221002,2.338714
80.98934,95.23164,9.25304,2.33475
79.8274,87.98524,9.408305,2.328321
79.96396,86.43269,9.324512,2.322869
80.54083,82.58064,8.915399,2.322101
82.74019,83.74706,8.683733,2.3199
86.65285,84.97279,8.634443,2.310859
88.32769,86.40073,8.710843,2.302795
87.94056,86.26849,8.846393,2.302583
87.18945,81.40887,8.442209,2.310491
82.34277,77.6517,8.49725,2.327707
79.9374,74.35404,8.496428,2.359612
79.25015,74.83066,8.875966,2.405077
79.59378,75.57549,10.08852,2.441258
79.59378,74.50413,9.092845,2.450927
77.53204,73.76006,9.181568,2.441191
74.43941,72.51751,9.280149,2.426495
71.00317,73.55885,9.368873,2.418767
69.62868,73.37006,9.467454,2.419075
70.31593,73.26643,9.639971,2.428422
71.00317,72.70577,9.763196,2.436462
70.65955,74.7316,10.11152,2.43184
69.62868,76.80906,10.31525,2.410904
67.56693,77.91308,10.67015,2.365653
66.19244,80.20682,10.15259,2.304025
66.53606,80.03339,10.45327,2.242734
68.59781,82.65305,10.43848,2.245149
71.69042,81.6291,10.3744,2.314441
76.76232,81.95712,9.989935,2.342188
83.72071,81.98601,10.23885,2.254966
92.99512,83.46951,9.497029,2.075326
119.0693,85.29495,10.29554,1.970411
122.6877,86.03654,9.546319,1.870059
122.966,80.96014,9.570964,1.816488
121.0177,75.67425,9.689261,1.809178
111.2759,65.61864,10.44834,1.830258
105.4309,62.05119,10.09344,1.915549
96.24581,64.15034,10.96178,2.05286
84.27738,75.21765,9.112561,2.192331
82.8857,84.77438,9.324512,2.259626
85.39072,88.15073,9.299866,2.284406
93.98296,86.24074,9.754161,2.267131
99.86417,82.75257,9.452667,2.220722
100.9775,81.22292,9.773056,2.187313
97.91582,81.06397,10.40398,2.231557
89.72536,82.10595,10.82623,2.297655
76.40794,83.46568,10.37933,2.381945
69.13255,83.92294,10.30046,2.476241
66.02637,86.84564,9.708979,2.519538
65.6289,84.1455,9.861779,2.529279
61.7322,82.45319,9.945573,2.489599
57.27884,80.85565,10.17724,2.447726
55.33049,81.37026,10.73422,2.454467
57.27884,84.59816,10.19203,2.516182
59.78386,87.57112,10.2561,2.591368
63.95889,93.03254,10.27582,2.629965
67.57725,94.86005,10.32511,2.629751
69.5256,97.5782,10.38919,2.544872
71.19561,97.41363,11.07926,2.387945
76.48399,97.92603,11.52862,2.236586
82.86344,91.57839,9.575893,2.127272
92.26893,91.34223,9.659687,2.058509
98.19416,98.72599,10.16738,2.046652
98.19416,107.4422,8.506287,2.119475
94.29746,108.9499,8.476712,2.227069
80.74754,100.1123,8.27955,2.323699
70.3606,94.20119,8.535861,2.42995
63.68055,93.47962,9.25304,2.512918
62.56721,93.29337,9.861779,2.581114
63.40222,93.02318,9.591912,2.629614
65.35056,95.9138,9.723764,2.59911
72.86562,103.7789,9.896281,2.535718
79.54568,115.8145,10.21174,2.444862
86.50407,124.8198,9.495386,2.347956
91.23577,128.2182,9.363944,2.272415
93.74079,132.485,9.450202,2.240257
95.13247,132.4836,8.90554,2.241009
94.85413,134.0293,9.22593,2.266444
92.07078,127.9971,8.797102,2.33197
84.83405,123.832,8.59501,2.3618
83.44238,118.1853,8.787244,2.357602
83.44238,118.2059,9.265363,2.338607
84.27738,117.0044,9.280149,2.319336
85.11239,115.4632,8.767528,2.332984
84.55572,107.0229,7.742282,2.370439
82.0507,102.2996,8.294337,2.392264
75.64898,97.4391,9.023838,2.377807
65.6289,96.25233,9.802629,2.333925
61.17553,94.01038,10.19696,2.272173
58.67051,96.88331,10.02937,2.23722
56.44383,98.70405,9.605468,2.290586
56.74496,99.24768,9.672009,2.407384
-9999,100.7125,10.21667,2.50803
90.76757,102.9281,9.610396,2.534652
-9999,110.9552,10.04908,2.53171
93.74079,112.5881,8.802031,2.526552
93.74079,116.3385,8.772456,2.489866
90.6791,113.4104,8.866108,2.425528
87.33907,112.405,9.462525,2.366423
81.77236,105.977,9.265363,2.358124
71.19561,103.7904,9.481009,2.387136
67.85558,101.7827,9.260434,2.422146
66.74224,100.006,9.211143,2.452502
65.07223,97.15036,9.285079,2.475445
63.68055,94.82558,9.068199,2.492225
63.12388,96.20321,9.368873,2.513713
62.01054,98.92017,10.11316,2.537972
60.06219,101.077,9.432951,2.548625
58.94885,102.7474,9.620255,2.539429
-9999,104.6385,9.738552,2.532458
-9999,111.7174,9.393518,2.54769
101.0934,118.5241,9.6449,2.556125
-9999,120.3758,9.161852,2.518731
-9999,120.7319,9.201285,2.443435
-9999,115.9697,10.15259,2.364123
-9999,112.019,10.54692,2.274474
-9999,105.0177,10.73422,2.176372
73.70063,105.0565,10.73422,2.114433
63.95889,104.6303,10.72436,2.123197
60.61886,106.2607,10.69479,2.169299
58.67051,103.597,10.81309,2.199511
58.11384,105.3107,9.945573,2.219312
58.67051,103.599,9.787844,2.263389
58.39218,111.824,10.37851,2.339922
56.16549,108.7815,9.314652,2.406634
56.72216,107.7748,10.90181,2.435678
59.50552,102.6118,10.70465,2.430723
66.74224,108.0185,10.2216,2.418139
70.63894,105.4888,10.20681,2.401553
71.19561,105.4564,10.55513,2.373129
72.30895,102.4829,9.674475,2.348377
76.20565,108.8964,9.590679,2.346643
83.16404,110.2021,9.817419,2.371453
85.66906,112.3334,9.758269,2.402111
87.06074,110.3892,9.901212,2.416038
87.33907,107.8843,9.161852,2.408477
87.06074,104.6285,9.368052,2.406601
86.22573,100.3846,9.477312,2.427201
83.44238,99.92157,9.758268,2.457874
81.93078,99.39509,10.01458,2.479214
80.15665,103.4268,11.01025,2.48107
77.75872,101.9281,10.00472,2.443619
73.74683,100.1546,10.4582,2.383333
68.41225,95.54894,10.56171,2.342272
65.07223,93.87859,10.60607,2.349096
65.35056,97.07415,10.65536,2.380628
67.29891,95.9041,10.66193,2.395987
70.08227,99.45324,10.84266,2.395325
73.14396,95.53463,11.30107,2.381485
76.32993,97.34818,11.55738,2.352486
82.60737,94.17817,10.88702,2.319052
84.55572,95.50377,8.91047,2.29804
85.16483,96.26051,9.181569,2.310038
84.93659,101.6416,9.787844,2.342777
84.8474,112.0057,9.743481,2.370955
85.10542,115.5183,9.201285,2.384168
84.83405,113.8603,9.625184,2.390313
82.60737,107.5598,9.11749,2.398308
77.67206,110.0858,9.368872,2.387498
72.03062,109.8932,9.33437,2.355411
68.41225,105.4109,9.851922,2.309895
68.41225,94.79549,9.566035,2.266166
73.90386,88.30761,9.245646,2.227704
88.50849,72.95809,8.811889,2.202194
107.8173,62.89107,9.097774,2.189783
121.2992,50.70841,9.418163,2.172918
125.3926,49.83822,8.17604,2.150209
126.3734,48.0382,8.033097,2.117097
128.4494,47.29116,7.500759,2.074028
128.9185,43.9014,7.628914,2.010434
129.0894,40.76674,8.516145,1.919311
129.0894,41.62558,8.604868,1.810206
126.8627,50.91137,8.784779,1.624176
-9999,56.12719,9.122419,1.530426
-9999,47.48547,8.673875,1.472143
-9999,34.75999,8.871037,1.572968
-9999,24.7123,9.087915,1.691066
127.9761,24.26315,8.634442,1.732901
-9999,22.21201,9.16062,1.634828
-9999,21.56734,10.1033,1.474936
-9999,21.24496,11.88269,1.372027
-9999,22.42371,13.93318,1.352461
-9999,28.98562,15.04715,1.366684
-9999,51.12749,13.69659,1.371587
-9999,73.27509,12.39039,1.390215
-9999,89.93116,10.76873,1.487104
-9999,91.71461,10.7638,1.690939
-9999,88.23967,10.44834,1.93122
-9999,88.93031,9.896281,2.119328
-9999,90.19981,9.897925,2.210688
-9999,95.00391,9.96036,2.232854
-9999,96.00906,10.00472,2.225022
-9999,96.67361,9.911069,2.210863
-9999,97.10529,9.428021,2.218248
-9999,95.93797,8.871037,2.248522
-9999,87.4012,8.466854,2.287877
95.4108,82.63511,8.703449,2.304514
93.74079,77.26301,10.05894,2.288407
89.84409,75.30055,9.945573,2.26304
82.32903,71.5346,10.22653,2.269298
80.10235,73.25551,10.29061,2.313854
77.87566,74.0982,10.27089,2.35789
72.30895,71.24216,9.745947,2.375219
67.57725,64.59497,10.19203,2.378563
64.79389,62.8475,10.3399,2.372193
62.84555,68.36584,9.01398,2.372255
61.17553,74.00221,9.082987,2.371647
60.8972,80.02203,9.181568,2.364542
60.8972,82.62531,9.743481,2.34124
60.8972,82.07182,9.945573,2.294858
62.28888,81.48857,10.09837,2.262712
64.79389,77.35996,10.38426,2.251962
68.69059,75.22749,10.44834,2.262192
72.58729,74.56664,10.33497,2.294577
73.97897,74.28438,10.58799,2.35099
74.2573,77.66422,9.048484,2.402751
74.2573,77.69467,8.673874,2.412501
72.86562,74.52753,8.836535,2.398574
69.80393,62.68962,8.526003,2.40158
64.9248,51.76116,8.506287,2.43598
55.88716,45.77678,8.461925,2.49751
53.38214,42.48581,8.471783,2.584356
52.82547,38.73216,8.476712,2.688518
52.82547,37.29558,8.491499,2.773495
53.38214,40.17865,8.501357,2.796119
54.49548,48.70827,9.037393,2.692261
56.72216,55.74032,9.112561,2.492159
59.22718,62.20967,9.191426,2.327853
62.6062,65.1776,9.275221,2.295615
65.66064,70.94305,9.419395,2.344765
67.95147,74.67,10.09344,2.357027
72.15132,72.96343,9.521674,2.338773
76.48399,71.58062,9.738552,2.33541
77.87566,72.58285,9.985005,2.332315
76.76232,76.3767,9.012748,2.302521
76.20565,76.16362,9.261256,2.252735
75.92731,76.58982,9.516745,2.215965
72.86562,76.67147,8.65416,2.248293
71.19561,76.93828,9.158566,2.325003
72.30895,73.73394,9.428021,2.392566
72.86562,75.25122,9.950502,2.413601
77.31899,77.18222,10.28568,2.39065
78.71067,79.57528,10.62085,2.362602
78.98901,78.04949,11.11376,2.331056
77.59733,75.16937,10.89688,2.310971
73.70063,72.88667,11.30107,2.293247
71.19561,73.82171,10.73792,2.281134
70.91727,74.61607,10.54199,2.283418
72.30895,76.1445,10.59128,2.295945
75.09231,75.95255,10.58142,2.30562
77.04066,83.45859,10.58142,2.304971
77.04066,86.48341,10.66522,2.309303
77.80874,91.04982,10.17724,2.304106
77.66516,88.61674,10.01951,2.295974
77.54338,93.45594,9.129813,2.300438
78.99044,93.8887,8.811889,2.325217
83.45667,95.22111,8.80696,2.347779
88.73075,93.55419,8.91047,2.329713
91.23577,94.09795,9.620255,2.274441
94.29746,91.36131,10.02937,2.192025
97.63749,91.82547,10.94124,2.093759
98.75083,91.26958,11.67239,1.999047
99.3075,93.62274,9.511816,1.952526
98.4725,92.88849,9.930786,1.999898
96.53391,88.0821,9.649829,2.108327
96.75874,87.40462,9.457596,2.208656
97.26171,86.02206,9.689261,2.250659
97.77454,91.42693,9.565213,2.246561
97.10988,91.01716,9.447738,2.222625
96.97009,88.69869,9.630114,2.197543
96.80186,82.53791,9.750054,2.186506
96.27013,83.01225,9.943109,2.179514
94.01913,84.66109,9.896284,2.176696
94.01913,88.00776,9.965289,2.164787
95.4108,87.90482,10.08359,2.150404
95.96748,89.22794,10.40398,2.127653
96.24581,91.73573,10.48284,2.083334
95.4108,89.99698,10.92646,2.006052
94.29746,95.05967,10.21667,1.912464
92.34911,96.17675,9.625184,1.864629
87.06074,101.3141,9.777985,1.910221
82.01708,92.28532,9.630114,2.021994
77.04066,84.107,9.408305,2.112398
72.03062,72.95078,9.6449,2.158826
69.80393,69.44161,9.985005,2.19875
70.63894,68.15384,9.945573,2.253056
75.64898,72.13894,9.886423,2.311071
80.93736,77.34177,10.24625,2.362917
85.9474,80.79861,9.672009,2.382412
90.40076,77.06878,8.895682,2.348009
91.51411,71.42456,9.23086,2.280082
89.56576,66.21188,8.930186,2.246475
84.53122,67.70002,8.784779,2.299525
73.14396,65.47235,9.156922,2.4031
69.39271,66.44454,9.304795,2.491973
69.45597,66.54158,9.333138,2.521959
68.66998,71.65275,9.359463,2.499016
65.99155,74.35428,7.872902,2.37676
65.50176,76.23087,7.885225,2.147016
68.17278,78.58715,7.987914,1.914501
68.6664,78.38091,8.456996,1.811573
67.02058,75.0402,8.846393,1.858105
65.6289,73.38811,9.127348,1.940901
66.18557,75.77987,9.349156,2.002836
68.41225,79.70988,9.516745,2.043214
68.96893,80.17068,9.639971,2.08161
67.85558,76.71976,10.01458,2.14292
65.35056,77.37028,10.01704,2.213847
62.84555,75.95641,10.01951,2.249584
62.56721,80.40768,9.985005,2.239814
65.6289,83.06434,9.989935,2.212687
74.2291,90.94706,9.802629,2.205602
83.17282,97.2293,9.392697,2.22045
88.31557,100.7358,9.170889,2.229815
89.00909,99.7707,8.673875,2.225384
87.89574,89.6526,8.570364,2.200005
89.84409,72.44289,10.51241,2.128938
95.68914,60.27141,13.46492,1.994665
119.3477,67.19842,14.62325,1.830576
127.6977,86.61631,15.16545,1.70142
128.8111,100.5348,14.79577,1.629007
124.3577,102.2593,13.04842,1.621816
91.23577,101.6366,10.52227,1.710084
84.27738,100.0575,9.541389,1.87512
82.41501,96.03385,9.915998,2.048155
82.00909,93.81725,10.39412,2.171666
81.34265,91.58939,10.88702,2.255733
81.09599,93.53255,10.84266,2.3266
80.89309,92.64558,9.881495,2.373325
83.53088,92.55098,9.590681,2.386957
83.53088,92.9818,9.745947,2.353112
80.48727,91.74149,10.16245,2.319567
68.71869,95.13109,8.737953,2.359852
63.84893,94.90208,8.747811,2.460146
60.8863,96.21188,8.851321,2.532979
60.09306,92.09285,8.979477,2.52355
56.7472,93.24303,8.862823,2.482869
50.0983,93.20781,9.423093,2.450598
-9999,103.124,9.733623,2.404841
-9999,106.6239,9.896281,2.336029
94.86596,108.8764,9.766483,2.281397
93.16904,113.6234,9.526603,2.290721
91.04791,121.2383,9.176639,2.344001
90.62368,126.8294,8.75274,2.381205
90.62368,123.4341,8.65416,2.377122
90.62368,117.9638,8.708379,2.357356
90.19946,120.7571,8.834069,2.350928
87.65409,115.3724,9.053412,2.345567
88.07832,114.2243,9.216071,2.330238
92.32059,109.3758,9.639971,2.314934
94.0175,108.4573,9.541389,2.300257
-9999,102.0526,9.570964,2.276337
-9999,96.617,9.501957,2.238495
-9999,95.13406,9.911069,2.218911
-9999,99.29726,9.206214,2.250417
-9999,100.2754,9.914355,2.29801
-9999,98.00856,10.50749,2.265258
-9999,93.9576,9.851921,2.1513
-9999,92.27987,10.09344,2.073048
78.97049,91.52375,10.20681,2.11169
68.13622,88.55654,10.26103,2.221445
62.8287,84.66094,10.40891,2.2948
61.96204,82.47489,10.46805,2.308983
60.49293,81.45007,10.47298,2.290418
61.87833,83.28548,10.49763,2.276152
71.35322,84.44221,9.807559,2.292016
81.49403,88.01778,8.871037,2.330272
84.55572,87.20297,9.014801,2.376872
85.66906,87.21459,9.11749,2.417847
85.9474,86.38199,9.181568,2.445802
85.66906,88.75272,9.206214,2.456884
83.44238,87.05595,9.235788,2.455641
80.33203,85.25585,9.245646,2.450113
73.28999,80.75265,9.281794,2.444464
69.77946,82.54105,9.492099,2.437655
68.93085,81.32814,9.585752,2.432037
67.80562,76.89771,9.575893,2.454752
68.3497,74.08759,8.880896,2.509269
69.5256,73.95477,8.235188,2.577408
69.80393,81.08594,8.713307,2.638263
67.57725,81.50372,8.337055,2.666798
64.64823,80.51759,8.363344,2.667326
63.34024,75.97742,8.815585,2.642992
62.42061,80.57307,8.787244,2.59082
62.35694,84.85409,9.536461,2.494482
62.56721,88.09142,9.925857,2.366035
62.2244,86.52257,9.911069,2.266124
62.2244,85.5395,9.90614,2.233046
62.84555,83.96552,9.994864,2.247517
64.79389,80.78637,9.989935,2.26506
66.84502,79.39612,10.47914,2.288975
71.43774,82.28206,10.59005,2.31583
79.83541,86.5696,10.0688,2.341157
91.58893,89.05038,9.955431,2.345412
97.40087,93.57806,10.19696,2.227483
99.34677,93.43924,10.10823,2.105927
99.56264,92.94998,9.723764,2.053813
99.14603,89.31097,9.349156,2.185282
95.62482,88.49582,9.17171,2.256337
90.37579,86.62454,9.43788,2.291138
80.38068,82.16148,9.477312,2.317944
75.92731,76.53474,9.43788,2.356065
73.97897,68.73919,9.696656,2.395241
74.2573,65.77135,10.17724,2.422769
74.81397,68.57159,9.713906,2.432436
73.97897,72.37041,9.881495,2.421809
71.47395,73.58892,10.09344,2.39723
67.29891,74.9,10.19696,2.386099
62.84555,74.2886,9.970219,2.390014
-9999,75.07689,10.57649,2.400782
-9999,68.3002,9.664617,2.423865
-9999,62.60582,9.925857,2.502911
-9999,57.2275,10.11563,2.612649
-9999,57.23512,10.13781,2.697671
-9999,63.95864,9.86671,2.687721
-9999,68.7935,9.877388,2.574218
-9999,77.45607,9.856852,2.427033
-9999,82.76335,9.792771,2.332179
-9999,88.1474,10.03923,2.325035
75.92731,86.39808,10.13781,2.377497
73.14396,81.13243,10.11316,2.434479
72.03062,75.51814,10.71122,2.440464
72.30895,71.20507,11.12362,2.406786
70.3606,69.95912,10.78844,2.414041
64.23722,71.40691,10.62578,2.529859
62.84555,73.00803,9.245646,2.589024
65.35056,76.27446,9.447738,2.52178
70.63894,79.85462,9.551247,2.464491
76.20565,78.84044,9.881495,2.399998
78.154,78.36761,10.01458,2.381356
78.98901,77.08051,10.23639,2.389723
78.43233,76.98965,10.31032,2.369075
77.31899,77.95058,10.19203,2.309949
-9999,74.75346,10.15259,2.190361
-9999,72.43615,10.19696,2.154449
-9999,69.14465,10.26103,2.174733
-9999,62.96091,11.39472,2.192989
-9999,55.08754,9.018909,2.233585
-9999,44.67554,9.127348,2.340355
-9999,41.11275,9.235788,2.387867
-9999,38.24297,9.388589,2.428518
-9999,36.97026,9.768126,2.429526
-9999,32.34842,9.985005,2.396848
-9999,32.47549,9.561106,2.345414
-9999,34.01855,9.851921,2.322483
-9999,34.80495,10.39905,2.258417
-9999,35.87711,10.70958,2.236848
-9999,37.61847,9.812489,2.246667
-9999,53.65899,10.46805,2.252207
72.03062,72.56979,11.48344,2.279002
67.29891,85.46014,10.62578,2.346899
64.79389,85.13942,10.69972,2.376644
62.56721,81.09617,11.07679,2.409735
62.56721,85.2143,11.19263,2.4129
65.07223,88.61127,12.19815,2.375883
68.69059,91.3458,11.05626,2.343802
72.30895,86.68888,10.60114,2.299785
73.70063,83.85142,9.610396,2.285786
74.53564,85.53133,9.920927,2.251279
73.42229,84.8461,9.967754,2.133537
71.47395,84.74798,9.891354,1.935003
69.5256,83.38089,9.762375,1.717895
68.41225,87.53645,9.290008,1.56329
69.5256,91.18002,9.718836,1.534959
-9999,93.45924,9.886425,1.706665
-9999,90.40626,9.90614,2.006047
-9999,91.06108,9.418163,2.237661
-9999,85.49458,9.842062,2.315433
-9999,75.96412,10.97575,2.298288
-9999,58.62147,14.06627,2.288985
-9999,46.22871,15.64357,2.281679
-9999,45.99113,17.2258,2.257044
-9999,53.92468,18.46792,2.225051
-9999,68.29059,20.00086,2.23111
-9999,79.81619,10.11316,2.24931
-9999,84.35837,10.35961,2.229265
-9999,81.04034,10.02444,2.184654
-9999,80.6766,10.14438,2.156113
-9999,85.88599,9.815776,2.154338
-9999,92.17443,9.994864,2.154664
-9999,94.14847,9.59561,2.131411
-9999,88.88428,10.06387,2.032686
-9999,83.82648,10.2216,1.94951
-9999,76.82053,11.08418,1.813519
-9999,75.19475,11.74222,1.765774
-9999,74.35754,11.57216,1.731415
-9999,76.98684,11.39472,1.751652
75.09231,76.70911,11.33557,1.763915
75.71083,74.94532,11.2986,1.80666
73.23673,67.91987,11.04188,1.963309
67.36076,63.91645,12.67874,2.219282
63.64962,61.26609,12.71571,2.445978
64.26815,62.35303,12.73049,2.529799
68.89014,67.39176,12.75021,2.498689
70.93668,68.60188,12.74035,2.455503
71.35293,68.44114,12.75021,2.416513
71.23818,64.20402,14.02191,2.350688
70.6035,62.88065,15.31825,2.304764
69.89278,63.17513,15.82101,2.242801
67.13726,60.508,15.86045,2.226301
66.13525,60.68285,15.87031,2.202953
-9999,60.79465,15.90727,2.165398
-9999,60.93837,16.06747,2.091201
-9999,61.72652,16.41743,2.08181
-9999,63.62376,16.98756,2.192086
-9999,65.48956,18.44821,2.332355
-9999,64.17184,15.78651,2.383256
-9999,63.37154,14.85985,2.321494
51.25512,63.97198,14.38173,2.256706
-9999,68.18318,11.5163,2.25163
-9999,73.44404,9.344228,2.293463
-9999,79.71989,9.654759,2.347478
-9999,84.90385,9.893818,2.37181
92.97787,87.13614,9.96036,2.359926
-9999,90.46223,10.01951,2.335279
-9999,87.91351,10.58635,2.305898
-9999,85.04569,10.03923,2.328285
-9999,81.14886,10.14274,2.361562
-9999,82.84702,10.12795,2.337562
-9999,84.53521,10.38919,2.262613
55.9629,85.05652,9.704048,2.201331
-9999,85.83717,9.980077,2.180547
62.28946,85.91945,9.255505,2.169779
-9999,86.41819,9.669546,2.15711
80.75111,82.60568,10.11316,2.14233
87.74709,81.34326,10.48284,2.136708
92.1017,83.74841,10.36947,2.141024
96.1221,84.28786,10.63071,2.140968
96.74062,86.08525,10.69068,2.085061
93.95727,83.01569,9.955431,2.03458
89.93687,86.07323,10.20599,1.967577
89.93687,85.54857,10.11563,2.00431
91.17391,91.14757,10.8057,2.131388
93.95727,88.46599,11.88762,2.230507
93.95727,90.08185,12.50868,2.252879
93.33875,84.48098,10.62578,2.260211
89.62761,85.48309,10.5272,2.309004
86.22573,84.29348,10.1871,2.361872
81.89601,85.95675,9.940644,2.336399
-9999,91.21568,9.925857,2.266495
-9999,95.66243,9.876567,2.240191
-9999,98.98595,8.831605,2.279553
110.3481,97.4367,8.694414,2.318032
109.4204,95.54235,10.07373,2.346312
104.2867,95.16577,9.620255,2.35294
86.62161,92.84305,9.121597,2.357115
83.12769,90.42743,9.206214,2.354665
70.14412,85.65832,9.335191,2.355196
65.19593,83.53868,9.6449,2.364264
65.5052,84.11981,10.27089,2.368892
67.36076,91.83,10.39905,2.360498
79.22896,95.70354,10.43355,2.356436
83.91142,95.77981,9.861779,2.34908
85.48151,92.84419,9.639971,2.329488
84.91528,92.07437,10.04415,2.295272
84.85004,97.28288,9.418163,2.278052
87.70136,93.57857,9.413235,2.261042
90.83726,94.64848,9.501957,2.235372
91.60778,90.55344,9.33437,2.102676
88.94691,92.78523,9.236609,2.031485
82.089,88.25665,8.994264,1.948384
75.98582,85.45097,8.875145,1.966121
71.5944,80.90083,9.248933,2.03071
68.31267,82.54108,9.499494,2.072807
66.82797,81.7322,9.68844,2.096486
