DTCO,GR,HCAL,RHO
88.89083,46.39072,9.176639,2.1035
95.09655,47.04393,9.561106,2.05639
96.5169,42.54413,12.55551,1.988009
95.70527,43.9282,12.40025,1.94974
91.03842,41.23079,13.11989,1.977668
86.16866,40.50379,13.18889,2.050401
80.89309,38.29183,13.19875,2.147883
78.2553,39.82933,12.46432,2.245169
76.22623,42.35927,12.63684,2.29139
76.42915,43.53738,12.90465,2.2493
77.64658,43.84826,13.24969,2.112738
79.26984,43.53171,13.03609,1.963091
81.70471,40.65832,11.90241,1.905816
84.1396,38.41839,10.92646,1.956889
86.16866,39.3972,10.24296,2.041341
86.98029,41.40675,10.51735,2.096096
87.99482,43.39288,10.52227,2.123518
89.41517,42.32996,10.97082,2.130181
91.85004,41.25917,11.70032,2.108518
94.28493,39.96432,12.38546,2.070215
98.00998,38.75449,13.72,2.068531
99.75578,36.78095,15.13588,2.106622
101.5016,37.30504,16.66389,2.185895
103.8293,36.85466,17.6842,2.253137
106.157,37.31622,18.34962,2.282734
107.3209,37.85061,18.69466,2.287914
110.2305,39.57581,19.22207,2.275225
110.2305,41.48076,18.90168,2.252822
110.2305,38.52503,19.23439,2.243478
108.4847,40.18013,18.74395,2.255259
103.2474,40.97695,17.77292,2.242427
99.75578,41.26787,17.05328,2.151797
83.32796,40.55836,12.88329,2.100305
69.1245,38.68368,10.20805,2.123337
61.61696,39.25816,10.58389,2.257027
59.58789,37.57372,12.39532,2.417233
63.64603,37.43694,13.92826,2.421966
76.72606,39.54055,14.84506,2.396586
83.82066,41.15246,15.77172,2.364348
87.60716,44.77755,16.42729,2.347215
88.60354,44.34131,14.5296,2.334148
86.98029,45.47429,15.02744,2.33796
86.98029,41.09029,15.84073,2.354501
88.40063,38.80066,16.34842,2.374621
90.83551,41.1699,16.90541,2.382145
94.89365,47.19089,14.93871,2.305912
98.74887,54.84615,13.98248,2.154681
99.35759,55.96697,14.58259,2.052451
98.54597,56.02752,14.8352,2.091454
90.63261,52.09949,14.02191,2.223878
75.25541,47.29309,12.4939,2.293791
66.0809,45.08765,12.20801,2.314516
64.05184,46.66345,13.30226,2.275621
63.44312,48.31598,12.80936,2.22558
66.0809,46.94625,13.32691,2.224335
69.93613,45.96752,13.58322,2.21352
71.96519,46.7659,13.55365,2.181074
75.82042,48.83708,12.68695,2.15763
78.92981,50.79478,11.76933,2.159728
80.35,51.77362,11.83833,2.163204
82.27587,49.73036,10.62702,2.132531
82.91859,45.96439,11.00039,2.133909
83.07474,44.00464,11.33557,2.153766
83.5003,45.11113,11.39964,2.152304
84.31048,46.16191,11.63624,2.148529
85.4547,47.39725,11.20823,2.18577
87.79192,47.66634,10.52227,2.232797
88.60354,50.46578,11.98127,2.25453
88.60354,50.19659,12.43968,2.256159
86.98029,53.70835,12.87837,2.266889
84.54541,52.46439,13.36141,2.29628
82.60683,54.33836,13.54379,2.337674
80.89309,53.28846,11.88762,2.354172
81.70471,56.07335,11.82355,2.330619
84.54541,56.59518,11.81369,2.310662
86.57447,56.76301,11.97635,2.3289
86.77738,54.41139,12.17844,2.346989
88.34043,54.11975,11.28135,2.303252
91.40006,54.53895,8.802031,2.257725
96.67092,59.71999,9.260434,2.233358
101.5896,66.64845,9.777985,2.235786
102.4012,75.30434,10.36454,2.26109
100.3721,80.50383,10.89195,2.29542
95.15803,79.33191,11.14826,2.319526
89.55193,79.94622,10.88702,2.340648
86.16866,81.88308,11.09404,2.357245
85.55994,84.89632,11.07433,2.369435
86.57447,82.30575,11.31585,2.376295
86.77738,82.63846,10.87963,2.382793
86.37157,83.19032,11.0809,2.368682
87.3861,89.57724,11.29614,2.306881
91.44423,86.5155,9.863011,2.213449
94.48783,92.794,9.048484,2.149911
97.53143,94.44888,8.969619,2.153113
99.96631,101.4173,8.940044,2.192198
103.2128,100.8169,9.920927,2.216731
104.0244,99.1768,11.36021,2.222464
103.0099,94.77068,11.20248,2.240439
99.96631,93.58136,11.11869,2.281091
85.14314,89.4392,10.66029,2.328575
74.19717,87.22564,11.34789,2.364363
71.96519,84.04529,11.12362,2.375835
71.76229,84.32162,11.32078,2.388685
73.38554,85.55563,11.29449,2.384779
78.24348,86.63123,9.920929,2.333889
80.27154,88.93159,9.511816,2.286523
81.90762,96.21942,9.102703,2.219301
85.86525,98.60901,8.323912,2.143559
97.01843,101.1395,8.407705,2.07919
102.807,98.8639,8.526003,2.045775
106.4593,98.31021,8.708379,2.047667
106.6622,99.02956,8.550648,2.068672
104.6332,99.67953,8.476712,2.117824
100.1692,99.16236,8.373202,2.174153
86.37157,96.31279,8.259833,2.209233
83.12506,90.70356,8.151395,2.219263
83.73378,91.96543,8.240118,2.217879
90.4297,91.01629,9.314653,2.233997
93.4733,95.15921,10.85745,2.265809
93.87911,93.57337,11.28628,2.289568
92.05296,93.14019,11.1877,2.293434
92.25586,89.17106,10.7983,2.282749
90.83551,89.12807,10.48284,2.278697
88.40063,92.99566,10.44341,2.283118
82.92216,97.91814,11.01929,2.288355
77.44367,96.46287,10.89195,2.297403
76.02333,93.97916,10.40891,2.299752
78.45821,89.65428,10.52843,2.280594
84.2831,91.65888,10.46805,2.245523
95.82283,92.74483,9.211143,2.219426
105.6477,97.82661,9.704048,2.206606
110.1116,103.7035,10.33497,2.17027
112.1407,101.9619,10.40398,2.106638
112.5465,93.69115,10.28568,2.083686
110.7204,79.15704,11.00532,2.148242
-9999,72.70728,12.07493,2.264433
-9999,73.80488,9.802629,2.358669
-9999,67.40273,9.728694,2.408662
-9999,56.62658,9.408305,2.44399
-9999,43.90523,9.667903,2.461093
-9999,44.26694,9.795237,2.437727
-9999,48.81781,9.955431,2.404848
-9999,54.11491,10.59128,2.387963
-9999,62.45427,10.31032,2.374177
-9999,78.10813,10.62085,2.33447
-9999,93.658,10.72436,2.279199
85.55994,105.8145,10.62578,2.255797
89.41517,109.2865,9.043554,2.259185
91.24133,109.9896,8.452067,2.269859
91.44423,111.7506,8.664017,2.283783
90.02389,111.8231,9.467454,2.303734
87.99482,108.5933,9.606289,2.334967
81.50181,101.5166,10.04908,2.365394
76.42915,96.74361,10.3744,2.379618
72.77682,95.90324,10.58142,2.371212
71.96519,93.87433,11.01518,2.338971
-9999,97.02582,11.09897,2.289661
-9999,99.42932,9.273579,2.222081
-9999,100.0676,9.773056,2.126131
-9999,88.8481,10.58635,2.01862
-9999,74.91613,11.58695,1.968879
-9999,62.87226,13.12482,2.036969
-9999,61.30354,9.133921,2.190495
-9999,62.87725,8.54079,2.326799
-9999,66.647,8.944973,2.363034
-9999,67.89435,9.388589,2.315554
-9999,70.06073,9.413235,2.272115
-9999,71.85083,8.407705,2.291357
45.38443,73.06976,8.974547,2.336131
-9999,77.47248,8.895682,2.332788
64.87505,78.98312,8.90554,2.283559
70.49984,81.66673,8.461925,2.246699
73.99348,79.50964,8.353486,2.242502
76.96857,82.13905,8.427422,2.240293
77.82146,77.97021,8.294337,2.225583
81.50181,80.01266,8.378131,2.195629
81.70471,79.09579,8.501357,2.168156
79.57276,79.09144,8.920328,2.183978
75.10596,73.69765,10.36208,2.247096
71.76113,70.58215,9.497028,2.306914
66.48672,68.44712,9.11749,2.315244
63.44312,68.07713,9.501957,2.296376
62.8344,66.39738,9.87328,2.289976
65.878,71.0696,10.05812,2.274251
74.84388,74.52145,10.48777,2.228923
91.10361,77.92574,10.7983,2.182697
95.57207,82.80502,8.220402,2.171881
96.13954,88.75776,8.604868,2.186813
95.22255,93.00094,8.811889,2.194209
91.44423,94.74537,8.185898,2.185661
90.22679,92.67101,8.146465,2.175293
92.05296,93.60258,8.271335,2.178941
92.66167,94.35206,8.291873,2.206392
90.83551,94.82899,8.407705,2.251798
85.67194,90.04317,8.471783,2.300828
76.02333,87.0546,8.176861,2.335276
73.79136,83.34344,8.337055,2.335186
72.77682,88.07578,8.294337,2.299252
73.99426,89.94361,8.466854,2.226453
83.32339,91.94834,8.565435,2.13822
92.06073,91.75346,8.565435,2.048986
97.75223,83.28626,8.452067,1.940612
109.4235,74.71409,8.56297,1.811247
119.5932,61.75014,8.629514,1.705846
128.7473,57.77773,8.698521,1.692454
132.8372,55.43421,9.378731,1.755812
134.0546,61.04229,9.245646,1.804569
131.6197,68.54875,8.629514,1.799678
124.518,77.98154,8.733024,1.796358
119.2424,81.75336,9.92257,1.83476
117.2134,84.22608,9.354086,1.869498
115.793,87.7794,9.275221,1.876323
110.7204,88.04645,9.363944,1.90648
90.83551,86.41455,9.304795,2.000681
82.31344,81.54002,8.27955,2.116458
77.84949,82.84012,8.284479,2.1828
76.63205,82.4353,8.521073,2.19575
76.42915,87.22803,8.452067,2.189561
77.24077,86.8953,8.32884,2.193841
80.48727,89.07527,8.373202,2.208546
81.70471,89.08762,8.481641,2.206857
80.69019,89.69243,8.269691,2.205762
79.26984,88.0031,8.359647,2.205522
79.06693,87.58115,8.294337,2.206399
80.48727,89.59826,8.215472,2.210486
84.74831,89.21474,8.309124,2.194216
94.25956,83.48788,8.412635,2.156155
112.1407,78.97842,8.43728,2.05834
114.9814,87.52386,8.757669,1.953226
116.1988,94.4585,9.101061,1.806702
115.1843,101.5812,8.994264,1.75175
114.3727,94.63184,8.348557,1.79843
113.3581,95.87812,8.442209,1.876283
113.5611,87.78888,8.516145,1.9661
117.4163,79.01492,8.764241,2.034011
128.3732,69.90984,8.840231,2.015922
129.9445,70.40702,8.641014,1.917307
129.9445,73.29136,8.729327,1.879464
125.7447,72.22058,9.097774,2.01599
104.8361,68.93456,9.745946,2.185345
77.03786,71.12869,9.896281,2.200185
63.64603,75.82919,9.989935,2.141061
60.80533,80.20925,9.822347,2.080647
60.80533,78.50115,8.119356,2.123801
63.84893,77.7711,9.191426,2.309177
67.09544,73.27887,9.23086,2.404729
68.51579,76.99696,9.2859,2.392437
68.31288,77.30667,9.294937,2.351849
68.71869,82.82063,9.324512,2.300859
71.76229,82.59009,9.004122,2.238678
74.60298,86.943,8.501357,2.182255
76.02333,87.97086,8.422493,2.160272
77.03786,86.49816,8.519841,2.170433
75.2117,80.05523,8.56297,2.174407
69.24266,76.73994,8.59501,2.178132
57.15513,78.08536,8.639372,2.17976
54.68103,81.25398,8.821747,2.178932
54.68103,83.38733,9.11749,2.182154
56.22734,85.04233,9.22593,2.186765
62.41258,89.47612,9.349156,2.188004
69.48997,94.16631,9.413235,2.19486
76.02645,102.0431,9.428021,2.207093
78.49419,105.8207,8.737953,2.212132
79.11271,103.6391,8.698521,2.190515
76.63862,97.21703,9.191426,2.164459
77.87566,87.23197,9.442809,2.172714
81.89606,80.29898,9.058342,2.221465
85.91647,76.7905,8.668946,2.29036
84.98868,78.04481,8.91047,2.342613
82.36987,80.88957,8.664017,2.354958
72.30895,78.8661,9.138028,2.348355
66.74224,77.05673,9.467454,2.355339
64.57741,79.18919,9.43788,2.388268
64.57741,83.86851,9.851921,2.415942
65.81445,86.31695,8.925257,2.421416
66.74224,85.40977,8.895682,2.408916
66.12372,86.54462,8.940866,2.381097
64.57741,87.92075,9.526603,2.355844
61.79405,87.20746,9.738551,2.334403
61.17553,84.13879,9.649829,2.313844
62.72184,82.9538,9.556177,2.282019
68.71358,86.98759,10.18217,2.261184
72.61821,91.04747,9.811666,2.277849
73.23673,93.85627,9.137206,2.311734
74.47379,96.68982,9.162673,2.303369
77.87566,96.10045,8.706737,2.239355
81.89606,101.3165,8.733024,2.165275
89.31834,99.0048,8.792172,2.129373
97.97767,99.63525,8.575294,2.099311
100.1425,91.07471,9.122419,2.032951
100.4518,84.77355,9.294937,1.96582
98.90546,79.49892,9.43788,1.972624
96.1221,80.96458,9.201285,2.057519
84.83742,85.20883,9.206214,2.135506
80.13528,90.31282,8.087317,2.180085
77.80647,88.52072,8.32884,2.22063
78.40855,87.15472,8.925257,2.267066
78.90977,80.98541,10.13781,2.289999
76.32935,77.41658,10.60607,2.293957
70.76264,75.12531,9.324512,2.302332
67.97929,75.24528,9.876567,2.314005
67.67003,84.67473,9.886423,2.309898
68.59781,88.26208,10.05894,2.286632
70.14412,100.7327,9.206214,2.251046
71.09406,97.46662,9.787844,2.234051
70.76264,94.54881,10.1871,2.25448
71.07191,82.11396,10.41876,2.293553
70.14412,76.32819,10.13288,2.246827
67.36076,67.69337,10.13781,2.103844
65.81445,58.9548,10.11809,1.977655
66.74224,49.51672,10.08359,1.932904
64.57741,47.06212,10.57649,1.973321
59.93848,48.16519,11.29614,2.042525
58.08291,55.52355,10.57156,2.14796
57.77365,62.09578,10.5272,2.239021
58.54703,69.05628,10.60607,2.257653
59.33152,71.82349,10.64961,2.225399
61.6932,77.01305,9.181569,2.193529
63.19163,79.04615,9.467454,2.194532
66.49165,80.37763,9.551247,2.236624
69.43535,78.22765,9.604235,2.30517
70.69275,77.48083,9.90614,2.350361
69.93232,77.38159,9.6449,2.340873
66.83997,82.27563,9.606289,2.296835
60.86627,86.46258,8.974547,2.260805
58.70144,90.72076,9.082987,2.233324
59.62922,91.62611,9.275221,2.211092
64.26815,94.59638,9.43788,2.187659
74.05146,100.8839,9.477312,2.151823
87.77203,106.2389,8.693591,2.110927
91.48318,108.9901,9.142136,2.102287
91.48318,108.7396,9.281794,2.13129
92.41096,108.747,9.344228,2.112725
96.43137,102.46,8.964689,1.982662
106.3765,87.15119,8.935115,1.829607
118.0797,70.27003,9.428021,1.816148
118.6982,63.39713,10.77858,1.959963
111.8944,67.40499,9.17171,2.122242
88.83308,79.1316,9.255505,2.176949
80.34975,89.28828,8.969619,2.135386
80.65902,97.74068,9.009051,2.074405
84.98868,97.45728,8.836535,2.041537
93.54691,96.13577,9.413235,2.041405
104.8015,92.34739,9.777985,2.049238
112.8222,91.60715,9.989935,2.051294
113.4408,84.27356,10.33497,2.067611
111.5852,86.80774,9.354086,2.097501
102.2465,89.5663,9.531531,2.100885
96.35744,92.14547,9.285079,2.05547
94.96735,89.48658,9.298223,1.974424
97.5249,86.30879,8.792172,1.905432
102.9829,90.40998,9.092845,1.888527
106.3277,89.55846,9.033696,1.945567
107.2555,90.99651,9.068199,2.056052
102.9259,93.25311,9.191426,2.158201
92.575,97.60896,9.035338,2.207475
85.05876,97.86393,8.880896,2.21056
83.78608,100.0068,8.678804,2.188473
84.2103,104.9678,8.680037,2.158706
86.33144,105.1656,8.787244,2.139437
89.31834,101.3147,8.949903,2.131913
89.00908,92.09738,9.043554,2.127783
86.22573,88.84534,8.668946,2.115733
86.53499,87.36556,8.90554,2.093276
92.50842,86.14835,9.147064,2.068018
103.2351,86.48322,9.097774,2.067397
108.4926,86.4577,9.447738,2.095074
109.1111,78.6482,10.12302,2.107307
107.2555,71.20164,9.027123,2.063158
104.7814,62.68985,8.999193,1.962193
104.7814,65.09431,9.181569,1.838872
107.2555,63.72688,9.893819,1.744754
117.7704,64.46128,11.03983,1.702565
137.2539,69.32097,10.87224,1.698003
137.8724,72.46456,11.92213,1.686978
134.4706,75.34644,10.21667,1.661675
128.4089,75.78079,9.388589,1.683155
112.9609,84.13966,9.23086,1.790692
109.3777,96.02114,9.038626,1.948628
108.8064,99.1092,8.614726,2.069621
107.6349,96.80833,8.442209,2.118512
106.0185,87.15036,8.452067,2.139077
102.3073,84.92445,8.686198,2.171919
99.52398,83.66942,8.895682,2.220012
99.52398,88.25146,8.964689,2.282557
100.761,93.2213,8.526003,2.330197
104.7814,97.98415,7.747211,2.324507
113.75,100.6274,8.668946,2.24872
116.2241,96.87286,8.634442,2.126368
117.7704,85.61258,9.101061,1.996534
118.3889,78.83859,10.66604,1.863511
118.3889,78.83175,12.09957,1.729296
118.0797,87.15459,13.4181,1.625564
117.1519,87.53075,14.65283,1.619629
116.2241,86.75764,14.35873,1.753867
114.9871,85.92207,9.669546,1.962612
112.8222,83.98408,9.477312,2.131155
107.5648,83.62273,9.132277,2.217554
96.00121,83.02689,9.018909,2.26246
86.57496,84.69587,9.063271,2.30133
77.51598,83.03576,9.561106,2.333772
75.80505,79.39462,8.88336,2.356827
74.19717,79.17415,8.506287,2.372302
74.80589,78.21835,8.762598,2.387696
76.22623,77.54424,8.846393,2.437731
76.83495,69.79765,8.979477,2.529252
74.40008,59.58859,9.038626,2.58849
65.84784,55.18118,8.343628,2.552004
57.15302,56.55744,8.343628,2.447084
54.31232,64.52868,8.358415,2.381832
53.7036,73.38963,8.969619,2.393745
54.51523,83.35278,8.851321,2.412335
57.15302,91.66781,9.033696,2.370055
61.21115,93.89472,9.277685,2.265017
79.5006,96.33742,9.91107,2.158625
92.05296,97.56307,9.718836,2.09298
95.50237,98.35243,9.748409,2.073152
96.31399,97.76478,9.408305,2.093379
94.69073,95.53027,9.615326,2.162827
94.28493,92.01479,9.432951,2.235316
96.5169,82.62451,8.668946,2.261791
98.74887,76.75204,10.4812,2.268168
97.53143,71.51292,8.397847,2.329587
88.80645,69.37059,8.501357,2.450065
70.22424,71.39623,8.713307,2.525498
63.03731,75.90225,8.757669,2.514201
61.00824,81.2277,8.915399,2.453949
60.19661,78.09175,8.951135,2.407299
62.02277,75.06257,8.908006,2.369686
68.9216,73.24599,9.255505,2.322839
74.19717,72.48541,11.52287,2.298987
74.60298,69.33677,9.606289,2.321434
72.16811,68.00417,9.570964,2.380739
60.39952,69.60368,9.797702,2.41867
58.77627,72.30524,9.812489,2.415676
61.81987,72.09711,9.80756,2.407816
66.89253,68.26293,10.15259,2.418808
69.32741,67.47218,10.90181,2.426095
69.93613,68.24162,10.43355,2.396557
68.51579,73.75552,10.86238,2.336154
65.878,77.38194,10.35961,2.28993
64.05184,81.73435,10.10823,2.300748
62.42859,80.8146,10.56171,2.347791
62.02277,82.88535,10.5272,2.38351
62.02277,85.72746,10.60607,2.379497
63.24021,90.79035,9.774699,2.340592
67.09544,90.35246,9.201285,2.28892
-9999,86.73526,9.561106,2.252491
-9999,83.85435,10.49763,2.269907
-9999,84.91188,10.42369,2.33083
76.9981,81.61706,10.91167,2.38189
-9999,83.33833,9.970219,2.378782
-9999,85.15637,10.0992,2.344988
-9999,91.6282,9.827277,2.253112
-9999,95.05949,9.566034,2.157432
117.7398,91.79121,9.654759,2.066455
-9999,90.55428,9.48717,2.062995
-9999,86.15825,9.112561,2.104844
92.86458,87.75755,8.900612,2.195688
88.80645,86.2058,9.170889,2.287876
84.54541,87.6219,8.915399,2.363353
81.90762,87.45694,9.260434,2.407399
80.28437,86.17019,9.881495,2.406536
79.06693,80.14768,10.20188,2.383983
76.22623,72.5507,10.34976,2.371485
73.38554,69.98136,9.235788,2.344895
70.95066,73.40102,9.753339,2.338053
66.28381,79.44461,10.01951,2.337889
61.21115,85.33846,9.985005,2.349883
-9999,85.2494,9.501957,2.369688
-9999,86.12329,9.684332,2.371779
-9999,79.3299,9.975148,2.342553
-9999,79.65475,10.28075,2.242223
-9999,79.39535,10.73422,2.11406
99.58197,87.65669,11.6806,2.074133
-9999,89.22073,9.764429,2.171477
-9999,94.61948,9.920927,2.349551
75.61752,94.36094,10.17231,2.446213
73.38554,96.96576,10.1871,2.513578
72.57391,93.18716,9.728695,2.507296
72.77682,94.14151,9.456364,2.501671
72.97973,94.38654,8.851321,2.490896
70.95066,95.728,8.826676,2.503592
64.05184,91.98544,8.604868,2.520725
62.63149,89.82178,8.659088,2.513581
63.23521,91.88539,9.565213,2.42666
66.74224,91.97365,9.506886,2.381313
69.74827,96.48598,9.620255,2.38187
69.74827,91.95132,9.033696,2.413452
67.74425,95.02356,8.683733,2.39555
67.99475,90.87771,8.530931,2.317231
70.24927,88.02148,8.368273,2.305595
69.74827,86.36361,8.368273,2.406075
66.24123,83.57376,8.461925,2.534483
62.2332,88.35916,8.435637,2.588016
60.98069,91.64917,8.33377,2.613309
60.98069,98.0664,9.304795,2.572334
62.2332,103.2106,9.590679,2.485461
64.23722,104.4706,9.664617,2.440366
67.74425,108.7929,9.610396,2.383417
72.75429,109.6853,9.458418,2.308122
78.51583,111.0562,8.718237,2.240872
85.57697,108.0614,8.994264,2.195224
100.3095,101.8154,9.20375,2.14974
104.067,101.7287,9.344228,2.05274
102.8145,99.82783,8.866108,1.93844
98.09994,99.15951,7.712708,1.900765
93.85067,93.96038,7.712708,1.974357
93.39763,88.26546,8.012559,2.102607
94.04696,91.71732,8.349379,2.195042
94.04696,90.28268,8.757669,2.204577
93.54595,86.5641,9.26947,2.20531
91.79243,78.71672,8.838177,2.243057
88.28541,73.03961,8.756026,2.3047
79.26734,72.42079,8.501357,2.339859
73.00479,68.17244,8.772456,2.344385
72.75429,63.04465,8.673875,2.365452
75.50981,52.16764,8.439744,2.410246
73.75629,42.44636,8.412635,2.433985
64.34969,34.70678,8.394562,2.37963
54.71815,29.78802,10.3399,2.30029
49.4576,26.66511,10.34483,2.290665
48.9566,36.68219,10.35592,2.429521
50.45961,56.55579,10.34976,2.554238
53.71614,74.69173,10.35961,2.568242
57.47367,80.1491,10.35468,2.560492
61.9827,80.05105,10.34976,2.551789
64.48772,80.02653,10.34483,2.555008
65.99074,79.63797,10.3399,2.554212
67.24325,79.46706,10.33004,2.519773
66.99274,77.6151,10.52227,2.446757
64.73823,78.55271,9.575893,2.404656
62.2332,77.71873,9.551249,2.431808
61.7322,81.72546,8.688663,2.479441
-9999,85.76686,9.339298,2.45435
-9999,89.94911,9.48717,2.278044
-9999,94.16774,9.743481,2.144738
-9999,95.66075,9.344228,2.125847
-9999,99.41943,8.777386,2.122508
113.9156,94.72595,8.784779,2.159989
-9999,94.12932,8.944973,2.259994
-9999,92.4557,9.176639,2.379205
-9999,96.34426,8.673875,2.457232
70.31193,94.50151,8.772456,2.464532
-9999,93.72208,8.90554,2.406551
76.48399,102.0012,8.516145,2.311977
-9999,110.235,8.866108,2.23733
-9999,117.7549,9.22593,2.234636
-9999,110.5567,9.388589,2.299487
-9999,106.0475,9.181568,2.271335
-9999,97.90595,9.354086,2.157178
-9999,93.23055,10.00472,2.053188
-9999,81.62276,10.15259,1.838643
-9999,68.42181,9.615326,1.630784
-9999,54.94479,8.969619,1.494945
-9999,51.41911,9.38366,1.488034
-9999,51.90263,8.826676,1.634284
97.30798,58.76973,8.659088,1.867867
87.33218,70.5856,8.97578,2.091663
82.96664,82.04704,8.930186,2.230967
80.62361,86.48763,9.33437,2.310176
79.32207,86.50996,9.294937,2.42798
76.76232,84.23831,9.082987,2.566997
75.09231,85.92081,9.277685,2.642914
72.53008,83.112,8.516145,2.632096
65.6289,83.58928,8.363344,2.604316
62.56721,84.00349,8.550648,2.620032
61.7322,84.43587,8.693591,2.618308
60.8972,81.23127,8.841463,2.554925
59.82564,76.52745,9.102703,2.478615
59.26683,75.71114,8.59501,2.447296
59.14906,77.0961,9.260434,2.449498
59.22718,77.01191,9.129813,2.434649
61.17553,75.62009,9.053412,2.377787
63.68055,76.51595,9.324512,2.333644
65.2995,77.78967,9.442809,2.350989
67.17692,74.12811,9.925857,2.395263
66.35999,73.34383,10.30046,2.431445
65.26883,74.76389,9.561106,2.439251
60.61886,80.33955,9.17171,2.445554
57.55717,83.01409,9.201285,2.444604
55.88716,81.94289,9.211143,2.408327
57.27884,81.20621,9.570964,2.326528
71.19561,79.10705,9.713906,2.224129
93.46246,89.23703,9.763197,2.135271
100.1425,88.8207,9.403377,2.061104
102.9259,85.82153,9.170889,2.006973
104.3175,72.00771,8.836535,2.006852
103.4825,67.99543,9.048484,2.078972
98.75083,62.9153,9.413235,2.13164
89.00909,65.74581,9.590679,2.219854
80.10235,65.78097,9.684332,2.252782
78.98901,73.20073,9.669546,2.231911
82.60737,76.52576,9.738552,2.154853
113.2243,83.53145,9.038626,2.01157
128.2544,86.83407,8.782314,1.857776
137.9961,91.90791,9.097774,1.775794
143.2845,87.68624,9.403377,1.778517
143.5629,80.38283,8.185898,1.780033
140.5012,74.94078,7.845792,1.688468
125.7494,76.20787,7.890154,1.55678
100.4208,79.70276,7.890154,1.55536
90.40076,81.32641,8.077458,1.751754
83.44238,83.52658,8.989335,2.027971
78.98619,87.89824,10.18217,2.247177
77.71653,82.63248,10.35961,2.391243
75.99559,77.58759,9.766483,2.492615
74.26785,70.58685,9.423093,2.554704
71.19561,74.7602,9.009051,2.586741
68.44041,79.61718,8.634442,2.6073
67.91667,85.92091,8.935115,2.617996
66.8692,88.82984,8.560506,2.600286
66.8692,90.30594,8.264763,2.559217
66.8692,86.91174,8.240118,2.522106
69.48788,80.75987,8.585152,2.512367
-9999,77.74905,9.324512,2.520613
-9999,83.13156,9.40502,2.500851
-9999,89.85358,9.570964,2.373035
106.4921,86.80017,9.66585,2.144607
104.0643,80.67598,9.989935,1.960866
94.5758,81.77797,9.32944,1.946984
91.79244,86.89561,9.566034,2.067402
92.6051,91.95728,9.901212,2.176857
95.4108,90.23232,9.975148,2.210296
97.63749,94.42497,9.078057,2.208664
97.35915,91.85836,9.197587,2.270387
93.74079,90.8399,9.62888,2.458777
89.74376,83.43604,8.397847,2.685216
81.44026,70.9287,8.417563,2.820822
68.69482,51.69677,8.427422,2.823351
54.77382,37.99416,8.417563,2.789763
51.99046,32.62965,8.422493,2.777093
51.71212,38.63502,8.427422,2.76921
53.1038,47.71467,8.432351,2.76006
55.60882,59.1165,8.447138,2.734854
59.78386,64.79072,8.447138,2.708374
63.95889,65.88463,8.43728,2.686781
65.6289,76.30311,8.442209,2.676469
67.02058,88.33172,8.447138,2.630912
67.85558,99.78757,8.442209,2.476034
68.96893,102.7315,9.245646,2.326264
72.30895,101.1037,8.493143,2.245033
76.48399,101.2474,8.48657,2.271113
79.82401,99.37083,8.491499,2.296814
82.0507,98.93073,8.526003,2.298343
80.93736,96.94571,8.521073,2.332944
76.20565,96.7931,8.511215,2.357481
67.57725,99.87321,8.466854,2.313752
-9999,99.60757,9.531531,2.255854
-9999,102.9085,9.815776,2.2223
-9999,101.9549,9.930786,2.231578
-9999,104.4438,9.915998,2.220514
-9999,103.423,10.04908,2.161269
-9999,100.3381,10.40398,2.063941
-9999,93.88468,9.59561,1.955133
-9999,87.68088,9.817419,1.842209
-9999,78.07824,10.08359,1.735506
66.46391,69.66109,10.97821,1.622986
67.02058,68.45585,11.82847,1.553788
67.57725,77.26296,10.13781,1.742331
68.41225,90.12388,8.693591,2.122713
68.41225,92.03512,8.668946,2.49642
68.69059,90.83353,8.659088,2.669955
68.69059,84.19491,8.639372,2.673388
67.85558,82.70289,8.612262,2.681812
65.07223,80.54058,8.634442,2.692338
63.12388,83.0677,8.629514,2.695642
61.17553,83.86592,8.585152,2.684721
60.34053,83.35152,8.599938,2.653481
59.78386,83.51659,8.54079,2.606358
59.78386,81.85934,8.644301,2.54953
60.8972,89.19444,8.826676,2.545159
-9999,95.15281,8.846393,2.550906
-9999,98.95065,8.866108,2.531338
122.966,89.01344,9.418163,2.40665
123.2444,75.65824,9.413235,2.277304
121.5743,65.31158,9.554944,2.119036
118.791,68.15453,9.349156,1.991238
118.5126,77.14925,8.900612,1.911941
119.626,85.28766,9.32944,1.879043
118.2343,87.23537,9.442809,1.922023
113.5026,79.69042,10.17724,1.950788
96.77027,77.89668,10.24625,1.997836
81.1697,79.80898,10.23146,2.006673
76.76955,84.7692,10.19203,2.022559
68.96893,86.74358,10.01704,2.124782
63.68055,84.4623,9.680225,2.240469
60.8972,83.73808,10.25117,2.27607
60.06219,80.1823,9.733623,2.238184
62.28888,82.40846,9.970219,2.189121
69.05508,85.75359,10.00965,2.168759
77.22075,92.05606,10.51735,2.158958
92.34911,92.48238,10.41137,2.153544
109.8842,96.22429,10.38426,2.055574
120.1827,95.46249,9.980077,1.916879
121.296,94.80968,9.876567,1.836846
120.1827,91.88805,9.647365,1.812683
120.1827,95.31843,8.90554,1.715393
116.5643,93.33659,9.733623,1.79555
95.68914,87.15795,9.497029,1.948141
90.27868,72.96108,9.674475,2.033342
88.95643,74.73949,8.866108,2.119655
87.09562,85.40347,8.673875,2.149727
86.74895,97.08354,9.812489,2.194397
